"zip","name","empflag","emp","qp1","ap","est"
"37916","Knoxville, TN",,6042,37485,169969,255
"37917","Knoxville, TN",,16580,93578,392010,857
"37918","Knoxville, TN",,9544,34628,152319,767
"37919","Knoxville, TN",,30393,151589,641433,1653
"37920","Knoxville, TN",,14411,81194,360597,706
"37921","Knoxville, TN",,11890,69537,283156,657
"37922","Knoxville, TN",,15507,73505,316262,1213
"37923","Knoxville, TN",,8224,48025,222565,700
"37924","Knoxville, TN",,3096,11499,50695,243
"37927","Knoxville, TN",,1364,7329,33978,77
"37928","Knoxville, TN",,540,2082,9516,82
"37929","Knoxville, TN",,461,4876,20190,34
"37930","Knoxville, TN",,213,979,4137,50
"37931","Knoxville, TN",,1759,10277,42612,193
"37932","Knoxville, TN",,4344,31933,135189,222
"37933","Knoxville, TN",,2270,13806,59816,106
"37938","Knoxville, TN",,580,2148,12434,122
"37939","Knoxville, TN",,705,3347,16553,120
"37940","Knoxville, TN",,822,3463,16797,96
"37950","Knoxville, TN",,2070,12619,55523,142
"37990","Knoxville, TN","A",0,0,0,2
"37995","Knoxville, TN","A",0,0,0,1
"37996","Knoxville, TN",,65,412,1598,8
"37998","Knoxville, TN","E",0,0,0,2
"38000","Memphis, TN","A",0,0,0,1
"38001","Alamo, TN",,1572,6629,28560,139
"38002","Arlington, TN",,2165,15033,62890,156
"38003","Arlington, TN","A",0,0,0,1
"38004","Atoka, TN",,478,1726,7994,67
"38006","Bells, TN",,1281,6438,30582,86
"38007","Bogota, TN","A",0,0,0,2
"38008","Bolivar, TN",,2947,11829,49400,242
"38010","Braden, TN","A",0,0,0,3
"38011","Brighton, TN",,410,1284,6169,70
"38012","Brownsville, TN",,5097,24624,99089,331
"38014","Brunswick, TN",,162,532,2298,11
"38015","Burlison, TN",,148,594,3037,22
"38017","Collierville, TN",,8114,39612,183533,550
"38018","Cordova, TN",,7536,46415,199447,602
"38019","Covington, TN",,5965,28699,121603,383
"38021","Crockett Mills, TN",,16,35,148,6
"38023","Drummonds, TN",,95,407,1805,16
"38024","Dyersburg, TN",,12010,63190,256818,593
"38025","Dyersburg, TN",,1948,8919,39974,144
"38027","Collierville, TN",,485,2241,10115,49
"38028","Eads, TN",,250,1172,5616,56
"38029","Ellendale, TN",,120,286,1167,16
"38030","Finley, TN",,159,405,1701,33
"38033","Fowlkes, TN",,14,27,152,5
"38034","Friendship, TN",,138,463,2111,30
"38036","Gallaway, TN",,472,2584,11138,16
"38037","Gates, TN",,93,218,935,13
"38039","Grand Junction, TN",,394,2274,8830,35
"38040","Halls, TN",,874,4112,17877,82
"38041","Henning, TN",,318,898,3530,17
"38042","Hickory Valley, TN",,158,434,1593,11
"38043","Hickory Withe, TN","A",0,0,0,2
"38044","Hornsby, TN",,142,478,1910,13
"38045","Laconia, TN","A",0,0,0,1
"38046","La Grange, TN","A",0,0,0,1
"38048","Macon, TN","A",0,0,0,2
"38049","Mason, TN",,334,1210,5255,34
"38050","Maury City, TN",,264,705,2855,23
"38052","Middleton, TN",,723,4097,17284,55
"38053","Millington, TN",,3824,15202,62761,365
"38054","Millington, TN",,531,3771,12112,18
"38057","Moscow, TN",,698,3568,14328,38
"38058","Munford, TN",,524,1734,7463,68
"38059","Newbern, TN",,1466,7581,30500,96
"38060","Oakland, TN",,567,3797,16104,38
"38061","Pocahontas, TN","A",0,0,0,3
"38063","Ripley, TN",,5204,23688,95986,274
"38066","Rossville, TN",,528,3224,12862,22
"38067","Saulsbury, TN",,35,91,494,12
"38068","Somerville, TN",,1989,7085,30412,186
"38069","Stanton, TN",,50,126,549,18
"38070","Tigrett, TN",,4,5,55,3
"38071","Tipton, TN","A",0,0,0,1
"38074","Bolivar, TN","F",0,0,0,1
"38075","Whiteville, TN",,323,1200,5329,43
"38076","Williston, TN",,18,54,317,4
"38077","Wynnburg, TN","A",0,0,0,2
"38079","Tiptonville, TN",,1034,3981,16432,73
"38080","Ridgely, TN",,210,670,2889,39
"38083","Millington, TN",,207,881,3982,28
"38088","Cordova, TN",,299,1725,8136,60
"38100","Memphis, TN",,1583,13516,53259,66
"38101","Memphis, TN",,2415,14076,59663,108
"38103","Memphis, TN",,30474,217037,896146,1053
"38104","Memphis, TN",,22701,134383,583023,1102
"38105","Memphis, TN",,7014,48328,196082,204
"38106","Memphis, TN",,7528,42938,189714,396
"38107","Memphis, TN",,4452,23628,105450,244
"38108","Memphis, TN",,4371,31038,136862,244
"38109","Memphis, TN",,8979,57963,236158,392
"38110","Memphis, TN","A",0,0,0,1
"38111","Memphis, TN",,12178,64467,249342,810
"38112","Memphis, TN",,8025,44647,197642,477
"38113","Memphis, TN",,3755,28004,114337,102
"38114","Memphis, TN",,6860,43008,186473,416
"38115","Memphis, TN",,19647,90885,376000,1223
"38116","Memphis, TN",,27593,168161,678383,1118
"38117","Memphis, TN",,21452,108603,466292,1229
"38118","Memphis, TN",,63025,436804,1829440,1846
"38119","Memphis, TN",,25736,192782,781199,1216
"38120","Memphis, TN",,7835,75687,338828,446
"38122","Memphis, TN",,7155,30041,122538,625
"38124","Memphis, TN",,384,2524,13649,36
"38125","Memphis, TN",,1895,15286,64584,171
"38126","Memphis, TN",,4113,23914,101312,170
"38127","Memphis, TN",,5331,24520,103714,433
"38128","Memphis, TN",,11164,48078,215953,654
"38130","Memphis, TN",,2810,23125,93876,35
"38131","Memphis, TN",,2173,14731,60981,78
